id,uri,lemma,pos,morpho,principal_parts,prosody,validated
20243,20243,attritus,a,aps---mn1-,attrit attrit attrit,attritus,1
20228,a3361,attineo,v,v1spia--2-,attin attinu attent,attineo,1
20229,a3400,attingo,v,v1spia--3-,atting attinx attinct,attingo,1
20230,a3363,attinguo,v,v1spia--3-,attingu - attinct,attinguo,1
20231,a3366,attolero,v,v1spia--1-,attoler attolerau attolerat,attolero,1
20232,a3368,attollo,v,v1spia--3-,attoll - -,attollo,1
20234,a3370,attono,v,v1spia--1-,atton attonu attonit,attono,1
20235,a3373,attorreo,v,v1spia--2-,attorr - -,attorreo,1
20237,a3376,attraho,v,v1spia--3-,attrah attrax attract,attraho,1
20239,a3381,attribuo,v,v1spia--3-,attribu attribu attribut,attribuo,1
20240,a3382,attributio,n,n-s---fn3-,attribution,attributio,1
20241,a3384,attritio,n,n-s---fn3-,attrition,attritio,1
20257,20257,audaciter,r,rp--------,audac,audaciter,1
20242,a8913,attritus,n,n-s---mn4-,attrit,attritus,1
20246,a3405,auctifer,a,aps---mn1r,auctifer auctifer auctifer,auctifer,1
20247,a3406,auctifico,v,v1spia--1-,auctific auctificau auctificat,auctifico,1
20248,a3408,auctio,n,n-s---fn3-,auction,auctio,1
20249,a3416,aucto,v,v1spia--1-,auct auctau auctat,aucto,1
20250,a3417,auctor,n,n-s---cn3-,auctor,auctor,1
20252,a3422,auctoritas,n,n-s---fn3-,auctoritat,auctoritas,0
20254,a3499,auctus,n,n-s---mn4-,auct,auctus,1
20255,a3426,aucupatio,n,n-s---fn3-,aucupation,aucupatio,1
20256,a3433,audacia,n,n-s---fn1-,audaci,audacia,1
20258,a3435,audaculus,a,aps---mn1-,audacul audacul audacul,audaculus,1
20219,20219,attentus,a,aps---mn1-,attent attent attent,attentus,1
20261,a3403,audentia,n,n-s---fn1-,audenti,audentia,1
20264,a3440,audio,v,v1spia--4-,aud audi audit,audio,1
20265,a3441,auditio,n,n-s---fn3-,audition,auditio,1
20270,a3471,augeo,v,v1spia--2-,aug aux auct,augeo,1
20272,a3472,augifico,v,v1spia--1-,augific augificau augifica,augifico,1
20273,a3475,augmen,n,n-s---nn3-,augmin,augmen,1
20274,a3476,augmentatio,n,n-s---fn3-,augmentation,augmentatio,1
20275,a3478,augmento,v,v1spia--1-,augment augmentau augmenta,augmento,1
20276,a3479,augmentum,n,n-s---nn2-,augment,augmentum,1
20277,a3480,augur,n,n-s---mn3-,augur,augur,1
20281,a3492,augustus,a,aps---mn1-,august august august,augustus,1
20282,a3672,aula,n,n-s---fn1-,aul,aula,1
20283,a3509,aulax,n,n-s---fn3-,aulac,aulax,1
20284,a3529,aura,n,n-s---fn1-,aur,aura,1
20280,20280,auguste,r,rp--------,august,auguste,1
20286,a3541,aureus,a,aps---mn1-,aure aure aure,aureus,1
20287,a3547,auricula,n,n-s---fn1-,auricul,auricula,1
20288,a3551,aurifex,n,n-s---mn3-,aurific,aurifex,1
20289,a3556,auriga,n,n-s---mn1-,aurig,auriga,1
20227,a3358,attillo,v,v1spia--1-,attill attillau attillat,attillo,1
20226,20226,Atticus,a,aps---mn1-,Attic Attic Attic,Atticus,0
20218,20218,attento,v,v1spia--1-,attent attentau attentat,attento,1
20279,a3490,auguro,v,v1spia--1-,augur augurau augurat,auguro,1
20260,20260,audens,a,aps---an3i,audent audent audent,audens,1
20325,a3452,auena,n,n-s---fn1-,auen,auena,1
20327,a3457,auerrunco,v,v1spia--1-,auerrunc auerruncau auerruncat,auerrunco,1
20328,a3460,auersatio,n,n-s---fn3-,auersation,auersatio,1
20334,a6490,auidus,a,aps---mn1-,auid auid auid,auidus,1
20335,a3502,auis,n,n-s---fn3i,au,auis,1
20336,a3521,auocamentum,n,n-s---nn2-,auocament,auocamentum,1
20358,b0096,balteus,n,n-s---mn2-,balte,balteus,1
20337,a3525,auoco,v,v1spia--1-,auoc auocau auocat,auoco,1
20290,a3569,auris,n,n-s---fn3i,aur,auris,1
20292,a3574,auro,v,v1spia--1-,aur aurau aurat,auro,1
20293,a3576,aurora,n,n-s---fn1-,auror,aurora,1
20294,a3582,aurugo,n,n-s---fn3-,aurugin,aurugo,1
20295,a3583,aurula,n,n-s---fn1-,aurul,aurula,1
20311,a3619,automatum,n,n-s---nn2-,automat,automatum,1
20296,a3585,aurum,n,n-s---nn2-,aur,aurum,1
20297,a3587,auscultator,n,n-s---mn3-,auscultator,auscultator,1
20299,a3589,auspex,n,n-s---mn3-,auspic,auspex,1
20301,a3592,auspicium,n,n-s---nn2-,auspici,auspicium,1
20303,a3597,austeritas,n,n-s---fn3-,austeritat,austeritas,1
20304,a3599,austerus,a,aps---mn1-,auster auster auster,austerus,1
20338,a3634,auus,n,n-s---mn2-,au,auus,1
46041,46041,semiustilatus,a,aps---mn1-,semiust semiust semiust,semiustilatus,0
20307,a3602,austrinus,a,aps---mn1-,austrin austrin austrin,austrinus,1
20308,a3436,ausum,n,n-s---nn2-,aus,ausum,1
20312,a3625,autumnitas,n,n-s---fn3-,autumnitat,autumnitas,1
20314,a3667,autumnus,a,aps---mn1-,autumn autumn autumn,autumnus,1
20313,a3668,autumnus,n,n-s---mn2-,autumn,autumnus,1
20315,a3630,autumo,v,v1spia--1-,autum autumau autumat,autumo,1
20331,20331,auide,r,rp--------,auid,auide,1
20317,a3629,auxiliatus,n,n-s---mn4-,auxiliat,auxiliatus,1
20333,20333,auiditer,r,rp--------,auid,auiditer,1
20319,a3643,auxilium,n,n-s---nn2-,auxili,auxilium,1
20339,a3650,axilla,n,n-s---fn1-,axill,axilla,1
20340,a3653,axioma,n,n-s---nn3-,axiomat,axioma,1
20341,a3666,axis,n,n-s---mn3i,ax,axis,1
20343,b0038,bacca,n,n-s---fn1-,bacc,bacca,1
20346,b0037,badizo,v,v1spia--1-,badiz badizau badizat,badizo,1
46042,46042,sepes,a,aps---an3-,seped seped seped,sepes,0
20300,20300,auspicatus,a,aps---mn1-,auspicat auspicat auspicat,auspicatus,1
20348,b0053,balanus,n,n-s---fn2-,balan,balanus,1
20349,b0054,balatro,n,n-s---mn3-,balatron,balatro,1
20342,20342,Babylon,n,n-s---fn3-,Babylon,Babylon,0
20351,b0058,balbutio,v,v1spia--4-,balbut balbutiu -,balbutio,1
20310,20310,autochthon,n,n-s---mn3-,autochthon,autochthon,1
20352,b0061,balito,v,v1spia--1-,balit balitau balitat,balito,1
20353,b0063,ballaena,n,n-s---fn1-,ballaen,ballaena,1
20354,b0074,ballo,v,v1spia--1-,ball ballau ballat,ballo,1
20356,b0086,balo,v,v1spia--1-,bal balau balat,bālo,1
20359,b0106,baptisma,n,n-s---nn3-,baptismat,baptisma,1
20360,b0108,baptista,n,n-s---mn1-,baptist,baptista,1
20344,20344,Bacchus,n,n-s---mn2-,Bacch,Bacchus,0
20321,20321,auariter,r,rp--------,auar,auariter,1
20347,20347,baeto,v,v1spia--3-,baet - -,baeto,1
20350,20350,balbe,r,rp--------,,balbe,1
20302,20302,Auster,n,n-s---mn2r,Auster,Auster,1
20320,20320,auare,r,rp--------,auar,auare,1
119922,119922,oriputidus,a,aps---mn1-,oriputid oriputid oriputid,oriputidus,0
20357,b0092,balsamum,n,n-s---nn2-,balsam,balsamum,1
20364,b0113,barathrum,n,n-s---nn2-,barathr,barathrum,1
20367,b0116,barbaricarius,n,n-s---mn2-,barbaricari,barbaricarius,1
20368,b0129,barbitium,n,n-s---nn2-,barbiti,barbitium,1
20369,b0131,barbitos,n,n-s---mn2g,barbit,barbitos,1
20370,b0135,barcala,n,n-s---mn1-,barcal,barcala,1
20373,b0140,bardus,a,aps---mn1-,bard bard bard,bardus,1
20372,b0162,bardus,n,n-s---mn2-,bard,bardus,1
20374,b0445,baro,n,n-s---mn3-,baron,baro,1
20375,b0148,barrus,n,n-s---mn2-,barr,barrus,1
20376,b0152,bascauda,n,n-s---fn1-,bascaud,bascauda,1
20377,b0154,basiatio,n,n-s---fn3-,basiation,basiatio,1
20379,b0165,basiliscus,n,n-s---mn2-,basilisc,basiliscus,1
20380,b0168,basio,v,v1spia--1-,basi basiau basiat,basio,1
20381,b0170,basis,n,n-s---fn3i,bas,basis,1
20382,b0171,basium,n,n-s---nn2-,basi,basium,1
20383,b0183,batioca,n,n-s---fn1-,batioc,batioca,1
20384,b0191,battuo,v,v1spia--3-,battu - -,battuo,1
20386,b0206,beatitudo,n,n-s---fn3-,beatitudin,beatitudo,1
20388,b0209,bebo,v,v1spia--1-,beb bebau bebat,bebo,1
20389,b0213,beccus,n,n-s---mn2-,becc,beccus,1
20391,b0220,bellator,n,n-s---mn3-,bellator,bellator,1
46054,46054,soca,n,n-s---fn1-,soc,soca,0
20394,b0227,bellicosus,a,aps---mn1-,bellicos bellicos bellicos,bellicosus,1
20395,b0230,bellifer,a,aps---mn1r,bellifer bellifer bellifer,bellifer,1
20409,20409,benedictus,a,aps---mn1-,benedict benedict benedict,benedictus,1
20396,b0235,belligerator,n,n-s---mn3-,belligerator,belligerator,1
20398,b0242,bellosus,a,aps---mn1-,bellos bellos bellos,bellosus,1
20387,20387,beatus,a,aps---mn1-,beat beat beat,beatus,1
20400,b0244,bellum,n,n-s---nn2-,bell,bellum,1
20401,b0245,bellus,a,aps---mn1-,bell bell bell,bellus,1
20402,b0248,belualis,a,aps---cn3i,belual belual belual,belualis,1
20404,b0250,beluinus,a,aps---mn1-,beluin beluin beluin,beluinus,1
20390,20390,belbus,n,n-s---mn2-,belb,belbus,1
20405,b0163,beluus,a,aps---mn1-,belu belu belu,beluus,1
20407,b9256,benedico,v,v1spia--3-,benedic benedix benedict,benedico,1
20408,b0258,benedictio,n,n-s---fn3-,benediction,benedictio,1
20411,b0262,beneficentia,n,n-s---fn1-,beneficenti,beneficentia,1
20412,b0266,beneficium,n,n-s---nn2-,benefici,benĕficium,1
20414,b9271,beneplacitum,n,n-s---nn2-,beneplacit,beneplacitum,1
20393,20393,belle,r,rp--------,bell,belle,1
20415,b0795,beneuolentia,n,n-s---fn1-,beneuolenti,beneuolentia,1
20417,b0274,benignitas,n,n-s---fn3-,benignitat,benignitas,1
20419,b0278,beo,v,v1spia--1-,be beau beat,beo,1
20421,b0491,bestia,n,n-s---fn1-,besti,bestia,1
20399,20399,bellua,n,n-s---fn1-,bellu,bellua,1
20422,b0284,bestialis,a,aps---cn3i,bestial bestial bestial,bestialis,1
20416,20416,benigne,r,rp--------,benign,benigne,1
20423,b0254,bestiola,n,n-s---fn1-,bestiol,bestiola,1
20425,b0292,betulla,n,n-s---fn1-,betull,betulla,1
20427,b0306,bibliopola,n,n-s---mn1-,bibliopol,bibliopola,1
113034,i0285,illuuiosus,a,aps---mn1-,illuuios illuuios illuuios,illuuiosus,0
20362,b0110,baptizatio,n,n-s---fn3-,baptization,baptizatio,1
20363,b0112,baptizo,v,v1spia--1-,baptiz baptizau baptizat,baptizo,1
20418,20418,benigniter,r,rp--------,benign,benigniter,1
119925,119925,oriturus,a,aps---mn1-,oritur oritur oritur,oriturus,0
20413,b0268,beneficus,a,aps---mn1-,benefic benefic benefic,beneficus,1
20432,b0371,bilinguis,a,aps---cn3i,bilingu bilingu bilingu,bilinguis,1
119926,119926,oriza,n,n-s---fn1-,oriz,oriza,0
20470,b0576,bouinus,a,aps---mn1-,bouin bouin bouin,bouinus,1
20433,b0373,bilis,n,n-s---fn3i,bil,bilis,1
20436,b0428,bison,n,n-s---mn3i,bisont,bison,1
20437,b0438,bitumen,n,n-s---nn3-,bitumin,bitumen,1
20438,b0424,biuium,n,n-s---nn2-,biui,biuium,1
20440,b0461,blandimentum,n,n-s---nn2-,blandiment,blandimentum,1
20443,b0464,blanditor,n,n-s---mn3-,blanditor,blanditor,1
20444,b0465,blandulus,a,aps---mn1-,blandul blandul blandul,blandulus,1
20445,b0466,blandus,a,aps---mn1-,bland bland bland,blandus,1
20446,b0469,blasphematio,n,n-s---fn3-,blasphemation,blasphematio,1
20447,b0472,blasphemia,n,n-s---fn1-,blasphemi,blasphemia,1
20448,b0473,blasphemo,v,v1spia--1-,blasphem blasphemau blasphema,blasphemo,1
20449,b0477,blatero,v,v1spia--1-,blater blaterau blaterat,blatero,1
20451,b0496,blatta,n,n-s---fn1-,blatt,blatta,1
20452,b0549,boatus,n,n-s---mn4-,boat,boatus,1
20453,b0498,boethus,n,n-s---mn2-,boeth,boethus,1
20454,b0499,boia,n,n-s---fn1-,boi,boia,1
20457,b0527,bombyx,n,n-s---cn3-,bombyc,bombyx,1
20458,b0533,bonitas,n,n-s---fn3-,bonitat,bonitas,1
20462,b0539,boo,v,v1spia--1-,bo boau boat,boo,1
20465,b0544,boreus,a,aps---mn1-,bore bore bore,boreus,1
20466,b0550,borrio,v,v1spia--4-,borr borriu borrit,borrio,1
46001,46001,uocamen,a,aps---mn1-,uocamin uocamin uocamin,uocamen,0
20468,b0569,botulus,n,n-s---mn2-,botul,botulus,1
20469,b0573,bouillus,a,aps---mn1-,bouill bouill bouill,bouillus,1
20467,b0551,bos,n,n-s---cn3-,bou,bos,1
20471,b0579,brabeuta,n,n-s---mn1-,brabeut,brabeuta,1
20472,b0591,bracchium,n,n-s---nn2-,bracchi,bracchium,1
20473,b0607,brassica,n,n-s---fn1-,brassic,brassica,1
20476,b0624,breuiator,n,n-s---mn3-,breuiator,breuiator,1
20479,b0627,breuiloquentia,n,n-s---fn1-,breuiloquenti,breuiloquentia,1
20480,b0629,breuio,v,v1spia--1-,breui breuiau breuiat,breuio,1
20482,b0631,breuitas,n,n-s---fn3-,breuitat,breuitas,1
20464,20464,Boreas,n,n-s---mn1g,Bore,Boreas,1
20485,b0645,bruchus,n,n-s---mn2-,bruch,bruchus,1
20486,b0646,bruma,n,n-s---fn1-,brum,bruma,1
20487,b0647,brumalis,a,aps---cn3i,brumal brumal brumal,brumalis,1
20489,b0651,brutus,a,aps---mn1-,brut brut brut,brutus,1
20490,b0661,bubalus,n,n-s---mn2-,bubal,bubalus,1
20484,20484,Britannicus,a,aps---mn1-,Britannic Britannic Britannic,Britannicus,1
20475,20475,brephotrophium,n,n-s---nn2-,brephotrophi,brephotrophium,1
20492,b0697,bubulus,a,aps---mn1-,bubul bubul bubul,bubulus,1
20493,b0677,bucca,n,n-s---fn1-,bucc,bucca,1
20483,20483,breuiter,r,rp--------,breuit,breuiter,1
20494,b0683,buccellatum,n,n-s---nn2-,buccellat,buccellatum,1
20495,b0684,bucco,n,n-s---mn3-,buccon,bucco,1
20496,b0692,bucetum,n,n-s---nn2-,bucet,bucetum,1
20498,b0707,bucula,n,n-s---fn1-,bucul,bucula,1
20500,b0710,bufo,n,n-s---mn3-,bufon,bufo,1
113035,i0286,imaginabilis,a,aps---cn3i,imaginabil imaginabil imaginabil,imaginabilis,0
20430,b0311,bibo,v,v1spia--3-,bib bib bibit,bibo,1
20488,20488,Brutus,n,n-s---mn2-,Brut,Brutus,0
20431,20431,bifariam,r,rp--------,,bifariam,1
20459,20459,Bononia,n,n-s---fn1-,Bononi,Bononia,0
46061,t1097,transuectio,n,n-s---fn3-,transuection,transuectio,0
20507,b0746,burdo,n,n-s---mn3-,burdon,burdo,1
20509,b0769,bustum,n,n-s---nn2-,bust,bustum,1
20510,b0788,buxum,n,n-s---nn2-,bux,buxum,1
119928,119928,orminalis,n,n-s---fn3i,orminal,orminalis,0
20512,c0002,caballus,n,n-s---mn2-,caball,caballus,1
20513,c0021,caccabus,n,n-s---mn2-,caccab,caccabus,1
20514,c0036,caco,v,v1spia--1-,cac cacau cacat,caco,1
20516,c0050,cacumen,n,n-s---nn3-,cacumin,cacumen,1
20518,c0052,cadauer,n,n-s---nn3-,cadauer,cadauer,1
20520,c0061,cado,v,v1spia--3-,cad cecid cas,cado,1
20522,c0070,cadus,n,n-s---mn2-,cad,cadus,1
20523,c0076,caecitas,n,n-s---fn3-,caecitat,caecitas,1
20525,c0080,caecus,a,aps---mn1-,caec caec caec,caecus,1
20527,c0083,caedo,v,v1spia--3-,caed caecid caes,caedo,1
20528,c0086,caelator,n,n-s---mn3-,caelator,caelator,1
20529,c0087,caelebs,a,aps---an3-,caelib caelib caelib,caelebs,1
20530,c0088,caeles,a,aps---an3-,caelit caelit caelit,caeles,1
20533,c0095,caelicola,n,n-s---cn1-,caelicol,caelicola,1
20534,c0096,caelicus,a,aps---mn1-,caelic caelic caelic,caelicus,1
20535,c0104,caelo,v,v1spia--1-,cael caelau caelat,caelo,1
20537,c0111,caenulentus,a,aps---mn1-,caenulent caenulent caenulent,caenulentus,1
20538,c0112,caenum,n,n-s---nn2-,caen,caenum,1
20539,c0119,caerefolium,n,n-s---nn2-,caerefoli,caerefolium,1
20540,c0000,caerimonia,n,n-s---fn1-,caerimoni,caerimonia,1
20541,c0626,caeruleus,a,aps---mn1-,caerule caerule caerule,caeruleus,1
20564,c2491,calidus,a,aps---mn1-,calid calid calid,calidus,1
20549,c0177,calcaneum,n,n-s---nn2-,calcane,calcaneum,1
20544,c9914,caesura,n,n-s---fn1-,caesur,caesura,1
20545,c0164,calamitas,n,n-s---fn3-,calamitat,calamitas,1
20547,c0166,calamitosus,a,aps---mn1-,calamitos calamitos calamitos,calamitosus,1
20548,c0168,calamus,n,n-s---mn2-,calam,calamus,1
20550,c0178,calcar,n,n-s---nn3i,calcar,calcar,1
20560,c0212,calculus,n,n-s---mn2-,calcul,calculus,1
20553,c0190,calceamentum,n,n-s---nn2-,calceament,calceamentum,1
20554,c9980,calceatus,n,n-s---mn4-,calceat,calceatus,1
46099,a1471,alphos,n,n-s---mn2g,alph,alphos,0
20555,c0195,calceolarius,n,n-s---mn2-,calceolari,calceolarius,1
20556,c0198,calceus,n,n-s---mn2-,calce,calceus,1
20526,c0082,caedes,n,n-s---fn3i,caed,caedes,1
46021,46021,adcurate,r,rp--------,adcuratius adcuratissime,adcurate,0
20542,20542,Caesar,n,n-s---mn3-,Caesar,Caesar,0
20505,b0731,bullio,v,v1spia--4-,bull bulliu bullit,bullio,1
20546,20546,calamitose,r,rp--------,,calamitose,1
20562,c0214,calefacio,v,v1spia--3i,calefac calefec calefact,calefacio,1
20551,20551,calcatus,a,aps---mn1-,calcat calcat calcat,calcatus,1
113036,i0287,imaginabundus,a,aps---mn1-,imaginabund imaginabund imaginabund,imaginabundus,0
20561,20561,caldor,n,n-s---mn3-,caldor,caldor,1
20504,b0728,bulla,n,n-s---fn1-,bull,bulla,1
20557,c0203,calco,v,v1spia--1-,calc calcau calcat,calco,1
101065,101065,uasa,n,n-p---nn2-,uas,uasa,0
20543,c9913,caesum,n,n-s---nn2-,caes,caesum,1
20559,c0209,calculo,v,v1spia--1-,calcul calculau calculat,calculo,1
20563,c0218,calefacto,v,v1spia--1-,calefact calefactau calefactat,calefacto,1
20511,20511,Byzantium,n,n-s---nn2-,Byzanti,Byzantium,0
20567,c0239,caligo,n,n-s---fn3-,caligin,caligo,1
20506,b0733,bullo,v,v1spia--1-,bull bullau bullat,bullo,1
46082,a1666,amethystinus,a,aps---mn1-,amethystin amethystin amethystin,amethystinus,0
119929,119929,orminos,n,n-s---mn2g,ormin,orminos,0
20642,c0499,capillus,n,n-s---mn2-,capill,capillus,1
20571,c0268,callositas,n,n-s---fn3-,callositat,callositas,1
119935,119935,ornatulus,a,aps---mn1-,ornatul ornatul ornatul,ornatulus,0
20573,c0272,calo,v,v1spia--1-,cal calu -,calo,1
20576,c0281,caltha,n,n-s---fn1-,calth,caltha,1
20594,c0325,caminus,n,n-s---mn2-,camin,caminus,1
20580,c2991,calua,n,n-s---fn1-,calu,calua,1
20581,c9284,caluaria,n,n-s---fn1-,caluari,caluaria,1
20604,c0375,cancer,n,n-s---mn2r,cancr,cancer,1
20584,c0290,caluitium,n,n-s---nn2-,caluiti,caluitium,1
20577,c0292,calumnia,n,n-s---fn1-,calumni,calumnia,1
20597,c0328,campe,n,n-s---fn1g,camp,campe,1
20588,c0306,calyx,n,n-s---mn3-,calyc,calyx,1
20589,c0316,camella,n,n-s---fn1-,camell,camella,1
46138,46138,amplificatrum,n,n-s---nn2-,amplificatr,amplificatrum,0
20591,c3037,camelus,n,n-s---cn2-,camel,camelus,1
20634,c9983,cantus,n,n-s---mn4-,cant,cantus,1
20596,c9916,campana,n,n-s---fn1-,campan,campana,1
20582,20582,caluio,v,v1spia--4-,calu caluiu caluit,caluio,1
20598,c1593,campus,n,n-s---mn2-,camp,campus,1
20599,c0350,camus,n,n-s---mn2-,cam,camus,1
20600,c0361,canaliculus,n,n-s---mn2-,canalicul,canaliculus,1
20593,20593,camerarius,n,n-s---mn2-,camerari,camerarius,1
20605,c0379,canceroma,n,n-s---nn3-,canceromat,canceroma,1
20606,c0385,candelabrum,n,n-s---nn2-,candelabr,candelabrum,1
20610,c0401,canicula,n,n-s---fn1-,canicul,canicula,1
20574,c0276,calor,n,n-s---mn3-,calor,calor,1
20614,c2412,canna,n,n-s---fn1-,cann,canna,1
20608,20608,candide,r,rp--------,,candide,1
20616,c0427,cannula,n,n-s---fn1-,cannul,cannula,1
20617,c0428,cano,v,v1spia--3-,can cecin cant,cano,1
20620,20620,canore,r,rp--------,,canore,1
20618,c0429,canon,n,n-s---mn3-,canon,canon,1
20619,c0433,canor,n,n-s---mn3-,canor,canor,1
20621,c0434,canorus,a,aps---mn1-,canor canor canor,canorus,1
20622,c2748,cantabrum,n,n-s---nn2-,cantabr,cantabrum,1
20624,c0443,cantatio,n,n-s---fn3-,cantation,cantatio,1
20625,c0444,cantator,n,n-s---mn3-,cantator,cantator,1
20568,20568,Caligula,n,n-s---mn1-,Caligul,Caligula,1
20626,c1962,cantharis,n,n-s---fn3-,cantharid,cantharis,1
20627,c0455,cantherius,n,n-s---mn2-,cantheri,cantherius,1
20628,c0457,canticulum,n,n-s---nn2-,canticul,canticulum,1
20630,c0460,cantilena,n,n-s---fn1-,cantilen,cantilena,1
20631,c0463,cantio,n,n-s---fn3-,cantion,cantio,1
20632,c0466,canto,v,v1spia--1-,cant cantau cantat,canto,1
20633,c0467,cantor,n,n-s---mn3-,cantor,cantor,1
20635,c0472,canus,a,aps---mn1-,can can can,canus,1
20636,c0476,capacitas,n,n-s---fn3-,capacitat,capacitas,1
20638,c0483,caper,n,n-s---mn2r,apr,caper,1
20640,c0490,capillamentum,n,n-s---nn2-,capillament,capillamentum,1
20641,c0496,capillitium,n,n-s---nn2-,capilliti,capillitium,1
20587,c0304,calyculus,n,n-s---mn2-,calycul,calyculus,1
20569,c0245,calix,n,n-s---mn3-,calic,calix,1
20611,20611,canis,n,n-s---mn3-,can,canis,1
20603,c0372,cancello,v,v1spia--1-,cancell cancellau cancellat,cancello,1
20583,c0290,caluities,n,n-s---fn5-,caluiti,caluities,1
119877,119877,orbs,n,n-s---mn3i,orb,orbs,0
20662,c0590,capulus,n,n-s---mn2-,capul,capulus,1
20647,20647,Capitolium,n,n-s---nn2-,Capitoli,Capitolium,1
20649,c0528,capo,n,n-s---mn3-,capon,capo,1
20652,c0537,caprea,n,n-s---fn1-,capre,caprea,1
20653,c0543,capricornus,n,n-s---mn2-,capricorn,capricornus,1
20654,c0546,caprificus,n,n-s---fn2-,caprific,caprificus,1
20655,c0557,capsa,n,n-s---fn1-,caps,capsa,1
20656,c0563,capsula,n,n-s---fn1-,capsul,capsula,1
20658,c0572,captiosus,a,aps---mn1-,captios captios captios,captiosus,1
20659,c0574,captiuitas,n,n-s---fn3-,captiuitat,captiuitas,1
20660,c9918,captura,n,n-s---fn1-,captur,captura,1
20661,c9984,captus,n,n-s---mn4-,capt,captus,1
20663,c0591,capus,n,n-s---mn2-,cap,capus,1
20712,20712,cassis,n,n-s---mn3i,cass,cassis,1
20667,c0606,carbunculus,n,n-s---mn2-,carbuncul,carbunculus,1
20668,c0608,carcer,n,n-s---mn3-,carcer,carcer,1
20691,c0675,carnifico,v,v1spia--1-,carnific - -,carnifico,1
20670,c0614,carchesium,n,n-s---nn2-,carchesi,carchesium,1
20671,c0623,cardamomum,n,n-s---nn2-,cardamom,cardamomum,1
20674,c0633,cardo,n,n-s---mn3-,cardin,cardo,1
20701,20701,Carthago,n,n-s---fn3-,Carthagin,Carthago,0
20676,c0635,carduus,n,n-s---mn2-,cardu,carduus,1
20677,c9920,carentia,n,n-s---fn1-,carenti,carentia,1
20678,c0638,careum,n,n-s---nn2-,care,careum,1
20679,c0642,caries,n,n-s---fn5-,cari,caries,1
20680,c0643,carina,n,n-s---fn1-,carin,carina,1
20682,c0655,caritas,n,n-s---fn3-,caritat,caritas,1
20683,c4060,carmen,n,n-s---nn3-,carmin,carmen,1
20686,c0663,carnarium,n,n-s---nn2-,carnari,carnarium,1
20687,c0664,carnatio,n,n-s---fn3-,carnation,carnatio,1
20672,20672,cardelis,n,n-s---fn3-,cardel,cardelis,1
20688,c0666,carneus,a,aps---mn1-,carne carne carne,carneus,1
20689,c0670,carnifex,n,n-s---mn3-,carnific,carnifex,1
20692,c0678,carnosus,a,aps---mn1-,carnos carnos carnos,carnosus,1
20694,c0688,carpa,n,n-s---fn1-,carp,carpa,1
20695,c0692,carpentum,n,n-s---nn2-,carpent,carpentum,1
20696,c0698,carpo,v,v1spia--3-,carp carps carpt,carpo,1
20685,20685,carnaliter,r,rp--------,,carnaliter,1
20697,c9698,carptim,r,rp--------,,carptim,1
20698,c0710,carruca,n,n-s---fn1-,carruc,carruca,1
20702,c0718,cartilago,n,n-s---fn3-,cartilagin,cartilago,1
20703,c0721,carus,a,aps---mn1-,car car car,carus,1
20704,c0724,caryon,n,n-s---nn2g,cary,caryon,1
20645,c0506,capistrum,n,n-s---nn2-,capistr,capistrum,1
20705,c0625,caryota,n,n-s---fn1-,caryot,caryota,1
20706,c0728,casa,n,n-s---fn1-,cas,casa,1
20707,c0734,cascus,a,aps---mn1-,casc casc casc,cascus,1
20709,c0741,casia,n,n-s---fn1-,casi,casia,1
20710,c0731,casnar,n,n-s---mn3-,casnar,casnar,1
20711,c0749,cassida,n,n-s---fn1-,cassid,cassida,1
20713,c0755,cassiterum,n,n-s---nn2-,cassiter,cassiterum,1
20714,c0757,cassito,v,v1spia--1-,cassit cassitau cassitat,cassito,1
20715,q0155,casso,v,v1spia--1-,cass cassau cassat,casso,1
20669,20669,Carchedonius,a,aps---mn1-,Carchedoni Carchedoni Carchedoni,Carchedonius,1
113037,i0288,imaginalis,a,aps---cn3i,imaginal imaginal imaginal,imaginalis,0
20644,c0505,capistro,v,v1spia--1-,capistr capistrau capistrat,capistro,1
119911,o0998,origanus,n,n-s---mn2-,origan,origanus,0
119948,119948,orozelum,n,n-s---nn2-,orozel,orozelum,0
119952,119952,orropygium,n,n-s---nn2-,orropygi,orropygium,0
20767,c1020,cautes,n,n-s---fn3i,caut,cautes,1
20770,c0928,cauamen,n,n-s---nn3-,cauamin,cauamen,1
20722,c0776,castigo,v,v1spia--1-,castig castigau castigat,castigo,1
20723,c0778,castimonia,n,n-s---fn1-,castimoni,castimonia,1
20724,c0781,castitas,n,n-s---fn3-,castitat,castitas,1
20725,c0783,castor,n,n-s---mn3-,castor,castor,1
20727,c0788,castratio,n,n-s---fn3-,castration,castratio,1
20728,c0796,castro,v,v1spia--1-,castr castrau castrat,castro,1
20729,c0800,casula,n,n-s---fn1-,casul,casula,1
20730,c9985,casus,n,n-s---mn4-,cas,casus,1
20733,c0834,catapirateria,n,n-s---fn1-,catapirateri,catapirateria,1
20735,c0840,catapotium,n,n-s---nn2-,catapoti,catapotium,1
20736,c0841,catapulta,n,n-s---fn1-,catapult,catapulta,1
20738,c0847,catarrhus,n,n-s---mn2-,catarrh,catarrhus,1
20740,c0863,catechista,n,n-s---mn1-,catechist,catechista,1
20750,c0900,catillus,n,n-s---mn2-,catill,catillus,1
20741,c0865,catechumenus,n,n-s---mn2-,catechumen,catechumenus,1
20742,c0866,categoria,n,n-s---fn1-,categori,categoria,1
